Date,Total_Quantity,Invoice_Count,SKU_Count,Rolling_7_Day_Demand,Rolling_30_Day_Demand,Year,Month,Week_Of_Year,Day_Of_Week,Is_Weekend
2011-08-03,16499.0,64.0,856.0,15016.285714285714,13904.966666666667,2011,8,31,2,False
2011-08-04,41143.0,82.0,895.0,16571.571428571428,14540.0,2011,8,31,3,False
2011-08-05,12750.0,55.0,836.0,16741.714285714286,14326.166666666666,2011,8,31,4,False
2011-08-06,0.0,0.0,0.0,16741.714285714286,13688.133333333333,2011,8,31,5,True
2011-08-07,5175.0,30.0,403.0,14707.714285714286,13437.066666666668,2011,8,31,6,True
2011-08-08,13336.0,40.0,823.0,14945.857142857143,13881.6,2011,8,32,0,False
2011-08-09,16258.0,42.0,652.0,15023.0,14283.4,2011,8,32,1,False
2011-08-10,14414.0,49.0,827.0,14725.142857142857,14260.333333333334,2011,8,32,2,False
2011-08-11,39228.0,69.0,1045.0,14451.57142857143,15102.8,2011,8,32,3,False
2011-08-12,11978.0,51.0,711.0,14341.285714285714,14959.833333333334,2011,8,32,4,False
2011-08-13,0.0,0.0,0.0,14341.285714285714,14375.7,2011,8,32,5,True
2011-08-14,3172.0,25.0,380.0,14055.142857142857,14237.766666666666,2011,8,32,6,True
2011-08-15,10173.0,48.0,614.0,13603.285714285714,14576.866666666667,2011,8,33,0,False
2011-08-16,11184.0,53.0,662.0,12878.42857142857,14582.366666666667,2011,8,33,1,False
2011-08-17,25649.0,54.0,939.0,14483.42857142857,14934.066666666668,2011,8,33,2,False
2011-08-18,34028.0,69.0,854.0,13740.57142857143,15096.066666666668,2011,8,33,3,False
2011-08-19,10664.0,56.0,556.0,13552.857142857143,14862.333333333334,2011,8,33,4,False
2011-08-20,0.0,0.0,0.0,13552.857142857143,14198.766666666666,2011,8,33,5,True
2011-08-21,8081.0,39.0,656.0,14254.142857142857,14125.8,2011,8,33,6,True
2011-08-22,15542.0,65.0,732.0,15021.142857142857,14643.866666666667,2011,8,34,0,False
2011-08-23,15172.0,64.0,816.0,15590.857142857143,14560.9,2011,8,34,1,False
2011-08-24,29360.0,76.0,946.0,16121.0,15003.066666666668,2011,8,34,2,False
2011-08-25,13316.0,74.0,751.0,13162.142857142857,14989.966666666667,2011,8,34,3,False
2011-08-26,17125.0,47.0,623.0,14085.142857142857,15095.4,2011,8,34,4,False
2011-08-27,0.0,0.0,0.0,14085.142857142857,14086.866666666667,2011,8,34,5,True
2011-08-28,6701.0,37.0,734.0,13888.0,13924.933333333332,2011,8,34,6,True
2011-08-29,0.0,0.0,0.0,11667.714285714286,13924.933333333332,2011,8,35,0,False
2011-08-30,10236.0,41.0,1304.0,10962.57142857143,13619.033333333333,2011,8,35,1,False
2011-08-31,12449.0,47.0,785.0,8546.714285714286,13645.033333333333,2011,8,35,2,False
2011-09-01,27850.0,76.0,774.0,10623.0,14049.433333333332,2011,9,35,3,False
2011-09-02,18433.0,74.0,1120.0,10809.857142857143,14113.9,2011,9,35,4,False
2011-09-03,0.0,0.0,0.0,10809.857142857143,12742.466666666667,2011,9,35,5,True
2011-09-04,10920.0,50.0,821.0,11412.57142857143,12681.466666666667,2011,9,35,6,True
2011-09-05,22742.0,68.0,885.0,14661.42857142857,13439.533333333333,2011,9,36,0,False
2011-09-06,15070.0,64.0,706.0,15352.0,13769.366666666667,2011,9,36,1,False
2011-09-07,16390.0,52.0,1086.0,15915.0,13871.166666666666,2011,9,36,2,False
2011-09-08,17404.0,76.0,933.0,14422.714285714286,13909.366666666667,2011,9,36,3,False
2011-09-09,17358.0,62.0,911.0,14269.142857142857,14007.5,2011,9,36,4,False
2011-09-10,0.0,0.0,0.0,14269.142857142857,12699.9,2011,9,36,5,True
2011-09-11,20906.0,75.0,1017.0,15695.714285714286,12997.5,2011,9,36,6,True
2011-09-12,16824.0,68.0,901.0,14850.285714285714,13558.3,2011,9,37,0,False
2011-09-13,36519.0,67.0,1095.0,17914.428571428572,14669.866666666667,2011,9,37,1,False
2011-09-14,14186.0,68.0,849.0,17599.571428571428,14803.633333333333,2011,9,37,2,False
2011-09-15,29281.0,83.0,1007.0,19296.285714285714,15406.866666666667,2011,9,37,3,False
2011-09-16,15051.0,50.0,800.0,18966.714285714286,15053.6,2011,9,37,4,False
2011-09-17,0.0,0.0,0.0,18966.714285714286,13919.333333333334,2011,9,37,5,True
2011-09-18,8937.0,27.0,829.0,17256.85714285714,13861.766666666666,2011,9,37,6,True
2011-09-19,29248.0,71.0,765.0,19031.714285714286,14836.7,2011,9,38,0,False
2011-09-20,43683.0,70.0,895.0,20055.14285714286,16023.433333333332,2011,9,38,1,False
2011-09-21,22312.0,75.0,1329.0,21216.0,16249.1,2011,9,38,2,False
2011-09-22,33144.0,112.0,1193.0,21767.85714285714,16848.166666666668,2011,9,38,3,False
2011-09-23,21872.0,64.0,1271.0,22742.285714285714,16598.566666666666,2011,9,38,4,False
2011-09-24,0.0,0.0,0.0,22742.285714285714,16154.7,2011,9,38,5,True
2011-09-25,19424.0,75.0,979.0,24240.428571428572,16231.333333333334,2011,9,38,6,True
2011-09-26,15249.0,66.0,900.0,22240.571428571428,16739.633333333335,2011,9,39,0,False
2011-09-27,21231.0,80.0,1006.0,19033.14285714286,17223.966666666667,2011,9,39,1,False
2011-09-28,25530.0,85.0,1299.0,19492.85714285714,18074.966666666667,2011,9,39,2,False
2011-09-29,27456.0,105.0,1134.0,18680.285714285714,18648.966666666667,2011,9,39,3,False
2011-09-30,22553.0,74.0,970.0,18777.571428571428,18985.766666666666,2011,9,39,4,False
2011-10-01,0.0,0.0,0.0,18777.571428571428,18057.433333333334,2011,10,39,5,True
2011-10-02,8332.0,35.0,862.0,17193.0,17720.733333333334,2011,10,39,6,True
2011-10-03,25942.0,68.0,1088.0,18720.571428571428,18585.466666666667,2011,10,40,0,False
2011-10-04,25284.0,81.0,1190.0,19299.571428571428,19064.266666666666,2011,10,40,1,False
2011-10-05,46222.0,96.0,1104.0,22255.571428571428,19846.933333333334,2011,10,40,2,False
2011-10-06,35367.0,122.0,1253.0,23385.714285714286,20523.5,2011,10,40,3,False
2011-10-07,30914.0,88.0,1068.0,24580.14285714286,21007.633333333335,2011,10,40,4,False
2011-10-08,0.0,0.0,0.0,24580.14285714286,20427.5,2011,10,40,5,True
2011-10-09,7285.0,39.0,798.0,24430.571428571428,20091.733333333334,2011,10,40,6,True
2011-10-10,26121.0,100.0,1323.0,24456.14285714286,20962.433333333334,2011,10,41,0,False
2011-10-11,28477.0,82.0,1227.0,24912.285714285714,21214.8,2011,10,41,1,False
2011-10-12,17639.0,88.0,1061.0,20829.0,21241.966666666667,2011,10,41,2,False
2011-10-13,18681.0,77.0,1164.0,18445.285714285714,20647.366666666665,2011,10,41,3,False
2011-10-14,18134.0,74.0,991.0,16619.571428571428,20778.966666666667,2011,10,41,4,False
2011-10-15,0.0,0.0,0.0,16619.571428571428,19802.933333333334,2011,10,41,5,True
2011-10-16,8649.0,35.0,800.0,16814.428571428572,19589.533333333333,2011,10,41,6,True
2011-10-17,31319.0,89.0,1339.0,17557.0,20633.5,2011,10,42,0,False
2011-10-18,29285.0,84.0,1236.0,17672.428571428572,21311.766666666666,2011,10,42,1,False
2011-10-19,19178.0,85.0,1186.0,17892.285714285714,20976.1,2011,10,42,2,False
2011-10-20,40855.0,89.0,1146.0,21060.0,20881.833333333332,2011,10,42,3,False
2011-10-21,24779.0,64.0,802.0,22009.285714285714,20964.066666666666,2011,10,42,4,False
2011-10-22,0.0,0.0,0.0,22009.285714285714,19859.266666666666,2011,10,42,5,True
2011-10-23,6953.0,42.0,969.0,21767.0,19361.966666666667,2011,10,42,6,True
2011-10-24,25922.0,78.0,1326.0,20996.0,20226.033333333333,2011,10,43,0,False
2011-10-25,26818.0,77.0,1131.0,20643.571428571428,20472.5,2011,10,43,1,False
2011-10-26,20617.0,95.0,1049.0,20849.14285714286,20651.433333333334,2011,10,43,2,False
2011-10-27,32761.0,106.0,1135.0,19692.85714285714,21035.766666666666,2011,10,43,3,False
2011-10-28,23998.0,78.0,858.0,19581.285714285714,20984.7,2011,10,43,4,False
2011-10-29,0.0,0.0,0.0,19581.285714285714,20069.5,2011,10,43,5,True
2011-10-30,19943.0,96.0,1213.0,21437.0,19982.5,2011,10,43,6,True
2011-10-31,21554.0,72.0,1599.0,20813.0,20700.966666666667,2011,10,44,0,False
2011-11-01,16546.0,77.0,886.0,19345.571428571428,20974.766666666666,2011,11,44,1,False
2011-11-02,28488.0,85.0,1238.0,20470.0,21059.633333333335,2011,11,44,2,False
2011-11-03,34314.0,103.0,1205.0,20691.85714285714,21360.633333333335,2011,11,44,3,False
2011-11-04,35144.0,94.0,1262.0,22284.14285714286,20991.366666666665,2011,11,44,4,False
2011-11-05,0.0,0.0,0.0,22284.14285714286,19812.466666666667,2011,11,44,5,True
2011-11-06,23089.0,102.0,1312.0,22733.571428571428,19551.633333333335,2011,11,44,6,True
2011-11-07,31299.0,93.0,1048.0,24125.714285714286,20594.933333333334,2011,11,45,0,False
2011-11-08,26366.0,108.0,1477.0,25528.571428571428,21230.966666666667,2011,11,45,1,False
2011-11-09,38139.0,119.0,1245.0,26907.285714285714,21631.566666666666,2011,11,45,2,False
2011-11-10,38079.0,129.0,1305.0,27445.14285714286,21951.633333333335,2011,11,45,3,False
2011-11-11,28967.0,105.0,1533.0,26562.714285714286,22329.233333333334,2011,11,45,4,False
2011-11-12,0.0,0.0,0.0,26562.714285714286,21706.533333333333,2011,11,45,5,True
2011-11-13,20686.0,87.0,1259.0,26219.428571428572,21791.6,2011,11,45,6,True
2011-11-14,47236.0,107.0,1416.0,28496.14285714286,23366.133333333335,2011,11,46,0,False
2011-11-15,30318.0,108.0,1456.0,29060.714285714286,24088.433333333334,2011,11,46,1,False
2011-11-16,32955.0,130.0,1516.0,28320.14285714286,24142.966666666667,2011,11,46,2,False
2011-11-17,31596.0,137.0,1439.0,27394.0,24220.0,2011,11,46,3,False
2011-11-18,23921.0,108.0,1239.0,26673.14285714286,24378.1,2011,11,46,4,False
2011-11-19,0.0,0.0,0.0,26673.14285714286,23016.266666666666,2011,11,46,5,True
2011-11-20,19107.0,100.0,1285.0,26447.571428571428,22827.2,2011,11,46,6,True
2011-11-21,25705.0,100.0,1259.0,23371.714285714286,23684.033333333333,2011,11,47,0,False
2011-11-22,35367.0,135.0,1504.0,24093.0,24631.166666666668,2011,11,47,1,False
2011-11-23,39295.0,131.0,1408.0,24998.714285714286,25076.933333333334,2011,11,47,2,False
2011-11-24,26396.0,113.0,1510.0,24255.85714285714,25062.866666666665,2011,11,47,3,False
2011-11-25,18923.0,83.0,1378.0,23541.85714285714,25006.4,2011,11,47,4,False
2011-11-26,0.0,0.0,0.0,23541.85714285714,23914.366666666665,2011,11,47,5,True
2011-11-27,10942.0,57.0,1123.0,22375.428571428572,23479.166666666668,2011,11,47,6,True
2011-11-28,29334.0,115.0,1442.0,22893.85714285714,24456.966666666667,2011,11,48,0,False
2011-11-29,30809.0,135.0,1557.0,22242.714285714286,24819.166666666668,2011,11,48,1,False
2011-11-30,28356.0,108.0,1381.0,20680.0,25045.9,2011,11,48,2,False
2011-12-01,27004.0,121.0,1252.0,20766.85714285714,25394.5,2011,12,48,3,False
2011-12-02,28690.0,120.0,1314.0,22162.14285714286,25401.233333333334,2011,12,48,4,False
2011-12-03,0.0,0.0,0.0,22162.14285714286,24257.433333333334,2011,12,48,5,True
2011-12-04,12296.0,66.0,1038.0,22355.571428571428,23495.833333333332,2011,12,48,6,True
2011-12-05,44497.0,127.0,1767.0,24521.714285714286,24979.066666666666,2011,12,49,0,False
2011-12-06,30377.0,115.0,1421.0,24460.0,25222.0,2011,12,49,1,False
2011-12-07,41789.0,106.0,1113.0,26379.0,25571.666666666668,2011,12,49,2,False
2011-12-08,35010.0,120.0,1665.0,27522.714285714286,25859.8,2011,12,49,3,False
2011-12-09,93950.0,44.0,1082.0,36845.57142857143,27720.166666666668,2011,12,49,4,False
