Date,Total_Quantity,Invoice_Count,SKU_Count,Rolling_7_Day_Demand,Rolling_30_Day_Demand,Year,Month,Week_Of_Year,Day_Of_Week,Is_Weekend,Total_Quantity_raw
23-09-2011,21872,64,1271,22742.28571,16598.56667,2011,9,38,4,FALSE,21872
24-09-2011,0,0,0,22742.28571,16154.7,2011,9,38,5,TRUE,0
25-09-2011,19424,75,979,24240.42857,16231.33333,2011,9,38,6,TRUE,19424
26-09-2011,15249,66,900,22240.57143,16739.63333,2011,9,39,0,FALSE,15249
27-09-2011,21231,80,1006,19033.14286,17223.96667,2011,9,39,1,FALSE,21231
28-09-2011,25530,85,1299,19492.85714,18074.96667,2011,9,39,2,FALSE,25530
29-09-2011,27456,105,1134,18680.28571,18648.96667,2011,9,39,3,FALSE,27456
30-09-2011,22553,74,970,18777.57143,18985.76667,2011,9,39,4,FALSE,22553
01-10-2011,0,0,0,18777.57143,18057.43333,2011,10,39,5,TRUE,0
02-10-2011,8332,35,862,17193,17720.73333,2011,10,39,6,TRUE,8332
03-10-2011,25942,68,1088,18720.57143,18585.46667,2011,10,40,0,FALSE,25942
04-10-2011,25284,81,1190,19299.57143,19064.26667,2011,10,40,1,FALSE,25284
05-10-2011,46222,96,1104,22255.57143,19846.93333,2011,10,40,2,FALSE,46222
06-10-2011,35367,122,1253,23385.71429,20523.5,2011,10,40,3,FALSE,35367
07-10-2011,30914,88,1068,24580.14286,21007.63333,2011,10,40,4,FALSE,30914
08-10-2011,0,0,0,24580.14286,20427.5,2011,10,40,5,TRUE,0
09-10-2011,7285,39,798,24430.57143,20091.73333,2011,10,40,6,TRUE,7285
10-10-2011,26121,100,1323,24456.14286,20962.43333,2011,10,41,0,FALSE,26121
11-10-2011,28477,82,1227,24912.28571,21214.8,2011,10,41,1,FALSE,28477
12-10-2011,17639,88,1061,20829,21241.96667,2011,10,41,2,FALSE,17639
13-10-2011,18681,77,1164,18445.28571,20647.36667,2011,10,41,3,FALSE,18681
14-10-2011,18134,74,991,16619.57143,20778.96667,2011,10,41,4,FALSE,18134
15-10-2011,0,0,0,16619.57143,19802.93333,2011,10,41,5,TRUE,0
16-10-2011,8649,35,800,16814.42857,19589.53333,2011,10,41,6,TRUE,8649
17-10-2011,31319,89,1339,17557,20633.5,2011,10,42,0,FALSE,31319
18-10-2011,29285,84,1236,17672.42857,21311.76667,2011,10,42,1,FALSE,29285
19-10-2011,19178,85,1186,17892.28571,20976.1,2011,10,42,2,FALSE,19178
20-10-2011,40855,89,1146,21060,20881.83333,2011,10,42,3,FALSE,40855
21-10-2011,24779,64,802,22009.28571,20964.06667,2011,10,42,4,FALSE,24779
22-10-2011,0,0,0,22009.28571,19859.26667,2011,10,42,5,TRUE,0
23-10-2011,6953,42,969,21767,19361.96667,2011,10,42,6,TRUE,6953
24-10-2011,25922,78,1326,20996,20226.03333,2011,10,43,0,FALSE,25922
25-10-2011,26818,77,1131,20643.57143,20472.5,2011,10,43,1,FALSE,26818
26-10-2011,20617,95,1049,20849.14286,20651.43333,2011,10,43,2,FALSE,20617
27-10-2011,32761,106,1135,19692.85714,21035.76667,2011,10,43,3,FALSE,32761
28-10-2011,23998,78,858,19581.28571,20984.7,2011,10,43,4,FALSE,23998
29-10-2011,0,0,0,19581.28571,20069.5,2011,10,43,5,TRUE,0
30-10-2011,19943,96,1213,21437,19982.5,2011,10,43,6,TRUE,19943
31-10-2011,21554,72,1599,20813,20700.96667,2011,10,44,0,FALSE,21554
01-11-2011,16546,77,886,19345.57143,20974.76667,2011,11,44,1,FALSE,16546
02-11-2011,28488,85,1238,20470,21059.63333,2011,11,44,2,FALSE,28488
03-11-2011,34314,103,1205,20691.85714,21360.63333,2011,11,44,3,FALSE,34314
04-11-2011,35144,94,1262,22284.14286,20991.36667,2011,11,44,4,FALSE,35144
05-11-2011,0,0,0,22284.14286,19812.46667,2011,11,44,5,TRUE,0
06-11-2011,23089,102,1312,22733.57143,19551.63333,2011,11,44,6,TRUE,23089
07-11-2011,31299,93,1048,24125.71429,20594.93333,2011,11,45,0,FALSE,31299
08-11-2011,26366,108,1477,25528.57143,21230.96667,2011,11,45,1,FALSE,26366
09-11-2011,38139,119,1245,26907.28571,21631.56667,2011,11,45,2,FALSE,38139
10-11-2011,38079,129,1305,27445.14286,21951.63333,2011,11,45,3,FALSE,38079
11-11-2011,28967,105,1533,26562.71429,22329.23333,2011,11,45,4,FALSE,28967
12-11-2011,0,0,0,26562.71429,21706.53333,2011,11,45,5,TRUE,0
13-11-2011,20686,87,1259,26219.42857,21791.6,2011,11,45,6,TRUE,20686
14-11-2011,47236,107,1416,28496.14286,23366.13333,2011,11,46,0,FALSE,47236
15-11-2011,30318,108,1456,29060.71429,24088.43333,2011,11,46,1,FALSE,30318
16-11-2011,32955,130,1516,28320.14286,24142.96667,2011,11,46,2,FALSE,32955
17-11-2011,31596,137,1439,27394,24220,2011,11,46,3,FALSE,31596
18-11-2011,23921,108,1239,26673.14286,24378.1,2011,11,46,4,FALSE,23921
19-11-2011,0,0,0,26673.14286,23016.26667,2011,11,46,5,TRUE,0
20-11-2011,19107,100,1285,26447.57143,22827.2,2011,11,46,6,TRUE,19107
21-11-2011,25705,100,1259,23371.71429,23684.03333,2011,11,47,0,FALSE,25705
22-11-2011,35367,135,1504,24093,24631.16667,2011,11,47,1,FALSE,35367
23-11-2011,39295,131,1408,24998.71429,25076.93333,2011,11,47,2,FALSE,39295
24-11-2011,26396,113,1510,24255.85714,25062.86667,2011,11,47,3,FALSE,26396
25-11-2011,18923,83,1378,23541.85714,25006.4,2011,11,47,4,FALSE,18923
26-11-2011,0,0,0,23541.85714,23914.36667,2011,11,47,5,TRUE,0
27-11-2011,10942,57,1123,22375.42857,23479.16667,2011,11,47,6,TRUE,10942
28-11-2011,29334,115,1442,22893.85714,24456.96667,2011,11,48,0,FALSE,29334
29-11-2011,30809,135,1557,22242.71429,24819.16667,2011,11,48,1,FALSE,30809
30-11-2011,28356,108,1381,20680,25045.9,2011,11,48,2,FALSE,28356
01-12-2011,27004,121,1252,20766.85714,25394.5,2011,12,48,3,FALSE,27004
02-12-2011,28690,120,1314,22162.14286,25401.23333,2011,12,48,4,FALSE,28690
03-12-2011,0,0,0,22162.14286,24257.43333,2011,12,48,5,TRUE,0
04-12-2011,12296,66,1038,22355.57143,23495.83333,2011,12,48,6,TRUE,12296
05-12-2011,44497,127,1767,24521.71429,24979.06667,2011,12,49,0,FALSE,44497
06-12-2011,30377,115,1421,24460,25222,2011,12,49,1,FALSE,30377
07-12-2011,41789,106,1113,26379,25571.66667,2011,12,49,2,FALSE,41789
08-12-2011,35010,120,1665,27522.71429,25859.8,2011,12,49,3,FALSE,35010
09-12-2011,57628.5,44,1082,36845.57143,27720.16667,2011,12,49,4,FALSE,93950
